time,latitude,longitude,msl,u10,v10,ws,t2m,skt,istl1,istl2,istl3,istl4,sst,d2m,tcwv,tclw,tciw,ssrd,strd,e,tp,sf,fal,ci,6.9GHzH,6.9GHzV,7.3GHzH,7.3GHzV,10.7GHzH,10.7GHzV,18.7GHzH,18.7GHzV,23.8GHzH,23.8GHzV,36.5GHzH,36.5GHzV,89.0GHzH,89.0GHzV,Earth Incidence,Earth Azimuth,scanpos
2014-01-01T00:00:00Z,73,30,1021.3,-4.73,1.72,5.04,271.73,278.07,271.46,271.46,271.46,271.46,278.07,264.01,3.8445,0.00144,0.027729,0,496.19,-1.486,0.724,0.6278,0.06,0,79.54,160.11,80.54,160.89,85.62,168.61,102.39,184.96,121.58,196.41,140.28,210.64,186.29,240.42,55.07,62.43,33
2014-01-01T00:00:00Z,55,180,987.2,9.02,-0.6,9.04,275.92,276.94,271.46,271.46,271.46,271.46,276.94,273.68,8.0865,0.02186,0.013285,33.55,499.98,-0.433,0.473,0,0.06,0,79.84,160.05,80.85,160.74,86.48,168.52,107.64,187.29,135.6,202.62,145.42,212.55,202.85,246.67,55.23,-146.49,55
2014-01-01T06:00:00Z,45,-45,1005.6,4.25,1.12,4.4,276.84,281.79,271.46,271.46,271.46,271.46,281.78,271.63,12.9245,0.02128,0.179721,0,301.43,-0.822,0,0,0.06,0,81.91,161.57,82.86,162.16,89.62,170.17,115.88,191.44,152.84,211.3,158.44,218.44,219.95,252.48,54.85,19.06,107
2014-01-02T06:00:00Z,45,-45,1011.1,13.57,-4.55,14.31,272.55,281.54,271.46,271.46,271.46,271.46,281.54,269.49,3.9275,0.00405,0.031782,0,247.51,-2.338,0.563,0.5599,0.06,0,92.76,168.33,94.45,169.13,101.2,176.54,118.37,190.16,135.51,199.35,154.75,211.76,195.42,237.97,54.83,-40.35,215
2014-01-03T06:00:00Z,45,-45,1016.8,15.84,-4.15,16.37,273.03,281.77,271.46,271.46,271.46,271.46,281.77,269.72,5.6681,0.00971,0.053498,0,255.58,-2.498,0.601,0.5475,0.06,0,95.55,170.52,97.07,171.31,106.61,180.17,131.41,197.85,155.05,210.21,177,223.49,224.01,249.38,54.87,33.74,80
2014-01-04T06:00:00Z,45,-45,975.7,10.62,16.19,19.36,285.97,281.28,271.46,271.46,271.46,271.46,281.28,284.81,34.2116,0.96006,0.136855,0,365.22,1.294,6.85,0,0.06,0,90.53,165.7,92.67,166.8,106.72,178.5,158.23,212.54,211.58,241.01,207.85,239.92,257.59,263.95,54.81,-18.25,176
2014-01-04T18:00:00Z,45,-45,990.3,24.69,-1.42,24.73,273.45,281.52,271.46,271.46,271.46,271.46,281.51,271.18,4.0271,0.00372,0.034496,197.74,264.41,-3.939,0.849,0.6674,0.06,0,113.75,182.77,115.69,183.48,126.23,190.58,149.82,204.42,169.69,214.12,190,226.11,229.74,249.21,55.13,-117.09,12
2014-01-05T06:00:00Z,45,-45,1008.5,19.94,-9.95,22.28,274.05,281.52,271.46,271.46,271.46,271.46,281.51,270.73,5.7948,0.01106,0.032008,0,266.73,-3.492,0.662,0.4927,0.06,0,103.8,176.48,105.44,177.5,115.51,185.74,141.09,202.74,165.31,215.08,186.79,227.91,237.13,254.67,54.92,51.56,48
2014-01-05T15:00:00Z,45,-45,1018.7,15.87,-7.04,17.36,274.66,281.67,271.46,271.46,271.46,271.46,281.67,271.05,5.9277,0.01039,0.01787,125.23,659.74,-7.615,1.296,0.8154,0.06,0,93.9,171.58,95.34,172.66,103.2,180.57,124.45,196.5,148.8,208.96,165.18,219.89,218.4,249.47,55.18,143.17,157
2014-01-06T06:00:00Z,45,-45,1020.2,12.82,-6.44,14.34,276.56,281.67,271.46,271.46,271.46,271.46,281.67,273.34,9.0435,0.02246,0.05248,0,295.29,-1.972,0.96,0,0.06,0,93.63,168.73,95.14,169.63,104.65,178.25,133.12,197.75,162.41,212.97,183.08,225.86,240.33,256.76,54.82,-2.43,147
2014-01-06T15:00:00Z,45,-45,1024.3,9.08,-7.9,12.04,274.79,281.75,271.46,271.46,271.46,271.46,281.75,271.07,5.0629,0.01157,0.015043,114.47,733.74,-4.334,1.131,0,0.06,0,88.75,167.79,89.72,168.44,96.05,175.5,114.7,190.56,135.79,201.83,153.98,214.6,206.34,246.57,55.22,-149.38,60
2014-01-07T15:00:00Z,45,-45,1020.6,-2.84,11.92,12.25,281.44,282.32,271.46,271.46,271.46,271.46,282.32,277.89,26.4594,0.14229,0.154725,82.77,651.17,-1.885,0,0,0.06,0,91.22,167.18,92.82,168.2,106.52,179.21,156.59,210.85,208.58,238.21,214.96,242,252.71,259.21,55.11,122.95,186
2014-01-08T15:00:00Z,45,-45,1016.2,14.47,-1.69,14.57,276.39,282.51,271.46,271.46,271.46,271.46,282.51,271.18,5.2351,0.00591,0.008596,122.75,835.69,-1.226,4.71,0,0.06,0,93.12,169.9,94.47,170.57,101.38,178.13,119.8,192.29,139.6,202.95,154.96,214.09,199.07,242.63,55.25,-170.76,91
2014-01-09T15:00:00Z,45,-45,1022.5,13.3,-0.66,13.31,275.89,282.27,271.46,271.46,271.46,271.46,282.27,270.06,4.9559,0.0076,0.027145,132.05,638.36,-5.294,1.075,0.0906,0.06,0,90.13,167.89,91.39,168.5,100.59,177.93,125.3,196.62,148.72,209.1,173.9,223.85,227.42,251.8,55,95.97,226
2014-01-10T06:00:00Z,45,-45,1013.1,6.64,-6.91,9.59,274.61,282.27,271.46,271.46,271.46,271.46,282.27,273.06,8.0336,0.01326,0.389301,0,297.83,-1.206,3.618,2.6645,0.06,0,84.18,162.19,85.47,163.01,92.44,171.05,116.44,190.03,144.2,205.09,158.06,215.63,210.3,242.69,54.86,26.19,94
2014-01-10T15:00:00Z,45,-45,1016.5,12,-8.93,14.96,272.82,281.87,271.46,271.46,271.46,271.46,281.87,270.38,3.5388,0.0065,0.035062,129.59,700.8,-4.205,5.311,4.118,0.06,0,91.99,169.54,93.22,170.15,100.82,178.27,119.67,193.44,137.72,203.03,158.91,216.43,202.4,241.68,55.24,171.1,117
2014-01-11T06:00:00Z,45,-45,1021.3,11.9,-7.53,14.08,274.46,281.87,271.46,271.46,271.46,271.46,281.87,268.82,5.256,0.006,0.032461,0,245.86,-2.657,0.711,0.5651,0.06,0,90.08,165.97,91.63,166.84,100.19,175.47,123.94,193.06,147.52,205.32,170.27,219.51,222.58,249.02,54.82,-27.73,193
2014-01-12T06:00:00Z,45,-45,1023.5,10.73,0.29,10.73,276.98,281.67,271.46,271.46,271.46,271.46,281.67,272.88,8.7163,0.0266,0.012215,0,294.77,-1.49,0,0,0.06,0,84.69,163.2,85.67,163.91,92.19,171.57,113.87,189.62,141.95,205.33,153.32,214.82,210.56,248.11,54.89,42.03,65
2014-01-13T06:00:00Z,45,-45,1008,10.45,14.66,18.01,285.05,281.59,271.46,271.46,271.46,271.46,281.58,281.91,26.7608,0.0114,0.064921,0,326.6,0.105,0.176,0,0.06,0,86.98,163.56,88.35,164.4,96.78,173.05,134.76,200.09,187.11,227.89,174.23,223.73,242.89,260.43,54.81,-10.02,161
2014-01-13T18:00:00Z,45,-45,1004.9,12.48,-1.97,12.64,279.47,282.09,271.46,271.46,271.46,271.46,282.09,277.29,14.6762,0.04999,0.196008,24.97,354.86,-0.041,5.151,0,0.06,0,97.22,168.77,99.66,169.9,120.46,184.63,170.52,215.63,210.22,236.74,214.23,238.85,232.89,245.58,55.19,-135.77,40
2014-01-14T03:00:00Z,45,-45,1013.3,14.81,-3.18,15.15,277.11,282.09,271.46,271.46,271.46,271.46,282.09,273.28,7.0052,0.051,0.042527,30.25,792.3,-2.559,5.239,0,0.06,0,90.31,166.84,91.76,167.76,100.07,176.48,125.01,195.38,150.76,209.27,172.58,222.89,233.36,255.58,54.95,62.52,29
2014-01-15T06:00:00Z,45,-45,1029.6,4.9,2.71,5.6,278.74,281.9,271.46,271.46,271.46,271.46,281.9,275.07,12.2455,0,0,0,255.12,-0.496,0,0,0.06,0,79.8,160.21,80.82,160.85,85.48,168.16,105.95,186.48,139.15,205.31,138.11,210.06,191.89,245.22,54.83,5.13,133
2014-01-15T15:00:00Z,45,-45,1028,5.77,7.97,9.84,282.04,281.72,271.46,271.46,271.46,271.46,281.72,278.88,10.6402,0,0.037211,138.31,654.96,-1.246,0,0,0.06,0,79.71,160.97,80.67,161.46,85.53,168.88,107.52,187.61,140.59,205.85,139.54,210.61,195.19,246.03,55.24,-160.41,76
2014-01-16T15:00:00Z,45,-45,1027.1,6.05,6.37,8.79,283.47,281.46,271.46,271.46,271.46,271.46,281.46,282.07,20.6275,0.10269,0.007125,73.02,859.01,-0.033,0.59,0,0.06,0,81.02,161.33,82.01,161.69,88.27,169.85,116.26,192.21,156.52,214.03,153.91,217.27,224.5,257.21,55.06,110.68,204
2014-01-17T06:00:00Z,45,-45,1024.8,9.9,6.08,11.62,284.12,281.46,271.46,271.46,271.46,271.46,281.46,281.82,14.7045,0.04172,0.00656,0,344.75,0.145,0,0,0.06,0,82.36,161.51,82.53,161.64,88.62,169.52,116.99,192.03,156.55,214.07,154.31,217.16,225.68,257.8,54.84,19.07,107
2014-01-17T15:00:00Z,45,-45,1021.7,9.69,8.19,12.69,284.7,281.56,271.46,271.46,271.46,271.46,281.56,282.83,16.7748,0.02998,0,133.4,837.24,0.484,0,0,0.06,0,80.85,161.1,81.82,161.6,87.82,169.52,116.12,191.39,156.85,213.62,150.21,214.67,219.08,255.14,55.25,-179.85,104
2014-01-18T06:00:00Z,45,-45,1018.1,7.72,3.13,8.33,283.11,281.56,271.46,271.46,271.46,271.46,281.56,282.5,20.7665,0.15538,0.004524,0,340.37,0.198,0.176,0,0.06,0,81.48,160.54,83.58,161.6,89.06,169.24,120.37,193.42,165.17,217.92,156.52,217.89,231.39,260.03,54.83,-40.87,216
2014-01-19T06:00:00Z,45,-45,1007.4,7.93,7.05,10.62,284.05,281.98,271.46,271.46,271.46,271.46,281.98,283.63,20.6287,0.19355,0.011084,0,367.16,0.282,0.414,0,0.06,0,80.54,160.4,81.57,161.1,87.75,169.3,119.16,193.76,166.1,219.31,154.36,217.62,227.95,258.07,54.87,33.74,80
2014-01-19T15:00:00Z,45,-45,999.3,8.54,12.3,14.97,285.68,282.47,271.46,271.46,271.46,271.46,282.47,285.25,27.1655,0.6726,0.047616,17.8,908.4,0.843,5.587,0,0.06,0,85.29,162.79,86.38,163.37,92.98,171.07,120.93,191.91,161.77,214.24,153.71,213.62,215.52,251.16,55.23,161.32,131
2014-01-20T06:00:00Z,45,-45,1011.5,6.63,1.7,6.85,279.25,282.47,271.46,271.46,271.46,271.46,282.47,275.41,11.3229,0.00076,0.00181,0,286.67,-1.145,0,0,0.06,0,81.97,160.89,83.24,161.62,88.69,169.09,111.52,188.19,146.33,207.2,145.48,211.54,203.82,247.27,54.81,-17.7,175
2014-01-20T18:00:00Z,45,-45,1011,8.91,-1.1,8.98,280.77,280.89,271.46,271.46,271.46,271.46,280.89,276.77,9.2699,0,0.052027,158.39,311.67,-0.129,0.474,0,0.06,0,80.52,160.81,81.48,161.3,85.91,168.16,104.41,184.98,130.75,199.75,136.89,207.77,186.23,241.53,55.13,-117.78,13
2014-01-21T06:00:00Z,45,-45,1013.6,4.99,6.59,8.27,283.32,280.89,271.46,271.46,271.46,271.46,280.89,281.23,18.0984,0.02348,0.000226,0,293.15,-0.089,0,0,0.06,0,80.99,161.2,82.15,161.85,87.54,169.47,114.5,191.02,156.42,213.69,146.78,213.51,212.13,251.29,54.92,51.58,48
2014-01-21T15:00:00Z,45,-45,1013.4,8.2,9.24,12.35,284.38,280.58,271.46,271.46,271.46,271.46,280.58,282.2,21.8711,0.00363,0.000226,162.17,744.75,0.353,0.105,0,0.06,0,81.81,161.9,82.89,162.45,89.49,170.33,122.11,194.66,169.96,220.07,157.13,217.66,230.08,258.95,55.18,143.1,157
2014-01-22T15:00:00Z,45,-45,1018.8,0.35,8.36,8.37,284,280.46,271.46,271.46,271.46,271.46,280.46,283.41,22.6916,0.05996,0.008143,87.13,826.74,0.122,1.61,0,0.06,0,80.45,161.48,81.51,162.06,87.64,170,120.21,194.43,167.79,219.92,156.55,218.67,232.85,260.82,55.22,-149.4,60
2014-01-23T15:00:00Z,45,-45,1006.2,12.93,6.38,14.42,283.23,280.63,271.46,271.46,271.46,271.46,280.63,278.77,14.2309,0.038,0.211842,34.49,914.82,3.896,17.748,0,0.06,0,86.39,163.84,87.44,164.33,94.1,172.05,118.65,191.44,154.42,210.85,152.23,213.27,209.28,247.57,55.11,122.95,186
2014-01-24T06:00:00Z,45,-45,1014.8,6.9,0.41,6.91,279.27,280.63,271.46,271.46,271.46,271.46,280.63,277.2,15.2297,0.18097,0.04773,0,312.58,-0.45,2.311,0,0.06,0,86.7,163.21,88.19,164.19,97.96,173.75,134.13,199.11,174.9,221.07,189.84,231.33,254.57,264.5,54.83,12.09,120
2014-01-24T15:00:00Z,45,-45,1022.1,7.8,2.55,8.21,279.14,280.68,271.46,271.46,271.46,271.46,280.68,274.18,11.6231,0.00101,0.025788,173.6,727.7,-1.175,2.333,0,0.06,0,79.7,160.63,80.65,161.28,85.88,168.96,109.9,188.98,145.62,208.33,145.87,213.79,210.33,250.7,55.25,-170.74,91
2014-01-25T15:00:00Z,45,-45,1021.2,13.01,-5.48,14.12,275.47,280.67,271.46,271.46,271.46,271.46,280.67,271.47,4.6816,0.02348,0.05576,119.46,818.12,-0.108,6.982,0,0.06,0,89.58,167.32,90.73,167.94,98.12,176.08,116.6,191.99,135.83,202.76,156.17,215.93,204.7,244.51,55,95.85,226
2014-01-26T15:00:00Z,45,-45,1029.9,-7.12,8.85,11.36,280.55,280.43,271.46,271.46,271.46,271.46,280.43,275.42,16.279,0.00008,0.038681,167.94,598.6,-1.643,0,0,0.06,0,82.59,162.21,83.53,162.77,89.44,170.36,115.58,190.56,156.29,212.06,148.24,212.28,208.05,246.98,55.24,170.39,118
2014-01-27T06:00:00Z,45,-45,1018.9,10.19,-1.32,10.27,279.94,280.43,271.46,271.46,271.46,271.46,280.43,275.24,8.041,0.01351,0.000226,0,354.95,0.665,3.326,0,0.06,0,81.59,160.15,82.74,160.75,87.38,167.87,105.91,184.75,131.75,199.63,138.45,208.41,187.33,241.77,54.81,-27.15,192
2014-01-28T06:00:00Z,45,-45,1030.2,-3.03,5.04,5.88,279.69,280.97,271.46,271.46,271.46,271.46,280.97,274.35,14.7672,0,0.004637,0,249.36,-0.343,0,0,0.06,0,79.7,160.14,80.62,160.78,85.47,168.19,107.81,187.52,144.14,207.61,139.73,210.79,196.2,246.69,54.89,42.54,64
2014-01-28T15:00:00Z,45,-45,1017.6,1.42,15.53,15.6,285.51,281.13,271.46,271.46,271.46,271.46,281.13,284.61,35.0443,0.13309,0.292937,40.98,705.87,-0.169,2.366,0,0.06,0,92.26,167.12,94.49,168.17,113.96,182.47,173.63,220.26,224.91,247.48,224.56,247.76,258.49,263.74,55.21,152.17,144
2014-01-29T06:00:00Z,45,-45,1021.6,7.62,-6.39,9.95,279.58,281.13,271.46,271.46,271.46,271.46,281.13,278.62,23.7052,0.14187,0.064582,0,358.89,0.153,0.778,0,0.06,0,82.46,160.78,83.83,161.56,91.2,170.18,129.19,197.63,183.58,226.91,168.11,222.46,244.16,262.55,54.81,-9.44,160
2014-01-29T18:00:00Z,45,-45,1023.9,-1.87,-2.43,3.07,276.32,281.71,271.46,271.46,271.46,271.46,281.71,273.49,25.0485,0.42645,0.083357,78.58,324.15,-0.587,3.243,0,0.06,0,82.2,162.11,83.55,162.97,92.2,172.3,131.87,200.74,184.26,228.11,182.08,230.59,255.21,266.61,55.19,-136.43,41
2014-01-30T03:00:00Z,45,-45,1006.5,10.97,15.24,18.78,286.36,281.71,271.46,271.46,271.46,271.46,281.71,284.99,29.1251,0.1357,0.01459,81.14,842.18,-0.168,7.048,0,0.06,0,89.15,164.82,90.56,165.57,99.46,174.19,141.14,202.88,195.09,232.17,183.42,228.15,258.81,269.51,54.95,63.06,28
2014-01-30T15:00:00Z,45,-45,1014.8,13.18,-4.48,13.92,276.34,281.22,271.46,271.46,271.46,271.46,281.22,272.88,10.4262,0.01461,0.139343,74.92,882.31,1.191,4.407,0,0.06,0,87.59,165.84,89,166.4,96.94,175.1,123.23,195.28,155.44,212.36,167.27,221,222.96,249.46,55.15,133.33,171
2014-01-31T06:00:00Z,45,-45,1028.7,7.18,-5.06,8.78,273.47,281.22,271.46,271.46,271.46,271.46,281.22,268.06,3.4391,0.00211,0.008709,0,246.6,-1.943,0,0,0.06,0,82.88,161.11,83.97,161.47,89.15,168.89,104.72,183.86,121.6,194.06,140.7,208.14,183.55,238.1,54.83,5.1,133
2014-01-31T15:00:00Z,45,-45,1032.3,3.46,2.9,4.52,274.02,280.85,271.46,271.46,271.46,271.46,280.85,268.33,3.588,0.00574,0.008143,179.85,617.59,-3.353,0,0,0.06,0,78.09,159.69,78.87,160.11,83.05,167.49,97.85,183.29,115.43,194.38,132.71,209.01,177.09,240.18,55.24,-161.1,77
2014-02-01T15:00:00Z,45,-45,1014.1,8.86,-0.01,8.86,280.95,281.37,271.46,271.46,271.46,271.46,281.37,280.18,19.4601,0.18916,0.348131,49.45,789.45,-0.693,1.743,0,0.06,0,81.68,161.16,82.62,161.49,89.93,170.35,121.43,194.53,165.04,217.7,161.8,219.84,225.97,252,55.06,110.68,204
2014-02-02T06:00:00Z,45,-45,1023.2,8.74,-5.8,10.49,274.5,281.37,271.46,271.46,271.46,271.46,281.37,271.02,3.9742,0.01039,0.013233,0,278.13,-1.598,0,0,0.06,0,83.86,161.36,84.97,162.18,90.56,169.61,107.15,184.78,125.34,195.43,143.49,209.03,188.14,239.56,54.85,19.12,107
2014-02-02T15:00:00Z,45,-45,1026,8.68,-0.49,8.7,275.75,281.14,271.46,271.46,271.46,271.46,281.14,270.75,7.5895,0.0098,0.073178,165.78,678.19,-3.633,0.055,0,0.06,0,80.53,160.6,81.39,161.45,86.48,168.82,105.56,186.05,133.52,201.54,139.77,210,189.24,241.81,55.24,179.45,105
2014-02-03T06:00:00Z,45,-45,1003.5,6.57,12.65,14.25,283.26,281.14,271.46,271.46,271.46,271.46,281.14,281.53,26.6845,0.2416,0.189448,0,327.65,-0.505,2.195,0,0.06,0,95.73,168.03,99.19,169.88,122.49,186.75,186.76,226.8,229.8,249.64,240.76,255.23,242.35,249.04,54.83,-40.28,215
2014-02-04T15:00:00Z,45,-45,1015.6,1.22,-5.2,5.34,273.48,281.4,271.46,271.46,271.46,271.46,281.4,268.62,6.9081,0.00211,0.04592,140.04,700.68,-2.699,0,0,0.06,0,78.88,159.98,79.76,160.62,84.46,168.26,100.73,184.6,123.02,197.74,135.39,209.34,182.17,241.03,55.22,161.28,131
2014-02-05T06:00:00Z,45,-45,1015.8,7.19,-7.38,10.31,273.4,281.4,271.46,271.46,271.46,271.46,281.4,270.01,4.1071,0.00735,0.015043,0,253.84,-1.455,0.099,0.0547,0.06,0,84.02,162.26,85.43,163.17,92.34,171.05,112.53,188.03,132.76,199.25,157.58,215.21,212.5,247.53,54.81,-17.63,175
2014-02-05T18:00:00Z,45,-45,1016.1,13.34,-5.14,14.3,274.18,281.3,271.46,271.46,271.46,271.46,281.3,270.07,5.8342,0.00608,0.022281,313.22,264.44,-2.167,0.502,0.2425,0.06,0,89.52,166.22,90.91,166.76,98.86,174.98,121.74,192.22,145.23,204.35,167.32,218.87,220.58,248.95,55.13,-117.77,13
2014-02-06T06:00:00Z,45,-45,1013.2,6.83,1.82,7.07,274.2,281.29,271.46,271.46,271.46,271.46,281.3,269.11,12.2824,0.03184,0.192162,0,286.31,-1.469,0.165,0.0899,0.06,0,82.31,161.75,83.4,162.32,89.07,170,111.03,188.77,143.75,206.27,147.58,212.6,203.04,244.62,54.92,51.61,48
2014-02-06T15:00:00Z,45,-45,979.6,18.11,14.25,23.04,285.41,281.97,271.46,271.46,271.46,271.46,281.97,283.95,20.4393,0.44401,0.060963,4.36,777.62,-1.721,19.093,2.5993,0.06,0,94.77,167.15,96.01,167.66,103.36,174.59,127.06,191.98,156.29,208.21,160.77,213.32,215.93,247.61,55.18,143.03,157
2014-02-07T06:00:00Z,45,-45,1015,10.99,-7.6,13.36,270.94,281.97,271.46,271.46,271.46,271.46,281.97,269.02,3.1415,0.00498,0.020811,0,266.82,-2.43,0.237,0.1864,0.06,0,89.62,165.41,91.11,166.42,98.88,174.46,118.71,190.25,137.47,200.55,161.47,215.79,210.47,245.03,54.82,-1.84,146
2014-02-07T15:00:00Z,45,-45,1020.6,9.82,-2.5,10.13,272.85,282.38,271.46,271.46,271.46,271.46,282.38,267.99,4.7467,0.00726,0.025901,183.63,647.69,-5.635,0.728,0.5781,0.06,0,85.03,163.9,86.24,164.72,93.74,172.93,117.51,191.29,142.59,204.69,165.86,220.09,222.21,251.02,55.22,-149.36,60
2014-02-08T15:00:00Z,45,-45,1017.7,7.24,-5.44,9.06,275.31,282.44,271.46,271.46,271.46,271.46,282.44,269.57,4.1415,0.00194,0.006334,205.94,685.89,-3.338,2.371,1.1256,0.06,0,82.47,163.24,83.5,163.74,89.02,171.32,106.05,187.46,125.17,198.42,143.8,211.64,191.98,242,55.11,123.02,186
2014-02-09T06:00:00Z,45,-45,1016.4,13.73,1.53,13.81,278.02,282.44,271.46,271.46,271.46,271.46,282.44,272.41,6.0187,0.00802,0.019567,0,267.31,-1.833,0.75,0,0.06,0,88.16,166.29,89.67,167.05,97.32,175.16,120.66,193.3,146.95,207.32,163.82,218.73,218.51,249.57,54.83,12.14,120
2014-02-09T15:00:00Z,45,-45,1013.9,9.49,-1.72,9.65,276.77,281.16,271.46,271.46,271.46,271.46,281.16,272.38,6.9634,0.00084,0.035967,166.71,665.99,-4.133,0.932,0,0.06,0,80.92,162.12,81.95,162.65,86.81,169.58,104.22,185.89,128.98,199.54,139.01,209.83,187.88,242.49,55.25,-170.74,91
2014-02-10T15:00:00Z,45,-45,1014.2,3.57,-2.78,4.52,272.49,281.13,271.46,271.46,271.46,271.46,281.12,267.25,4.7467,0.00169,0.04117,172.45,680.38,-2.712,0,0,0.06,0,78.24,160.38,79,160.81,83.2,168.12,97.93,183.67,117.44,195.43,131.87,208.53,176.84,240.68,55,95.88,226
2014-02-11T06:00:00Z,45,-45,1003.5,0.79,-2.71,2.82,275.4,281.12,271.46,271.46,271.46,271.46,281.12,273.71,13.2776,0.39014,0.290901,0,301.38,-0.558,4.649,2.3907,0.06,0,82.05,161.95,83.23,162.35,89.95,170.72,117.17,191.78,154.27,211.38,157.78,216.39,219.36,245.28,54.86,26.13,94
2014-02-12T06:00:00Z,45,-45,1013.8,12.6,-2.85,12.92,273.62,280.93,271.46,271.46,271.46,271.46,280.93,268.13,4.3051,0.00338,0.035967,0,251.13,-1.657,0.309,0.2477,0.06,0,86.27,163.76,87.58,164.57,94.5,172.54,115.78,189.73,138.95,201.99,159.23,215.5,211.05,245.89,54.82,-27.7,193
2014-02-13T06:00:00Z,45,-45,1012.2,6.79,-10.73,12.69,272.01,281.33,271.46,271.46,271.46,271.46,281.33,269.01,5.1256,0.00304,0.082226,0,271.56,-1.675,0.811,0.7424,0.06,0,87.12,164.17,88.54,164.81,96.56,173,120.89,191.81,144.96,204.81,168.49,219.71,223.16,249.68,54.89,42.06,65
2014-02-13T15:00:00Z,45,-45,1024,7.54,-15.23,16.99,276.57,281.29,271.46,271.46,271.46,271.46,281.29,272.98,5.9596,0.01461,0.031782,208.14,659.77,-4.882,2.101,1.1087,0.06,0,88.36,166.69,89.71,167.3,96.55,175.35,117.22,192.61,139.74,204.61,157.38,216.32,207.94,245.53,55.21,152.79,143
2014-02-14T06:00:00Z,45,-45,1035.9,3.03,-2.17,3.72,273.98,281.29,271.46,271.46,271.46,271.46,281.29,268.31,3.786,0.00211,0.001697,0,261.34,-1.05,0,0,0.06,0,79.21,159.66,80.33,160.58,84.27,167.29,97.28,182.02,114.29,192.69,130.67,206.68,170.81,237.87,54.81,-10.01,161
2014-02-14T18:00:00Z,45,-45,1026.9,0.49,13.48,13.49,281.38,281.53,271.46,271.46,271.46,271.46,281.53,277.6,20.657,0.16712,0.363627,197.94,298.5,-1.023,0.37,0,0.06,0,84.5,163.43,85.74,164.09,92.55,171.81,122.15,193.94,165.97,216.73,161.01,218.06,224.19,250.23,55.19,-136.4,41
2014-02-15T03:00:00Z,45,-45,1008.3,5.47,19.41,20.17,285.5,281.53,271.46,271.46,271.46,271.46,281.53,282.62,32.6961,0.6987,0.121812,201.45,812.81,-1.33,7.478,0,0.06,0,103.6,172.46,106.64,174.12,127.63,188.24,185.58,224.62,228.66,248.46,229.86,248.63,251.65,257.42,54.95,63.07,28
2014-02-15T15:00:00Z,45,-45,1009.5,16.9,6.84,18.23,282.87,281.34,271.46,271.46,271.46,271.46,281.34,278.89,8.704,0.00346,0.000452,238.02,849.76,0.668,10.903,0,0.06,0,87.45,164.75,88.43,165.02,94.48,172.49,115.91,190.07,143.36,205.2,149.89,212.31,201.74,244.39,55.15,133.36,171
2014-02-16T06:00:00Z,45,-45,1023.2,5.8,-4.04,7.07,276.68,281.34,271.46,271.46,271.46,271.46,281.34,272.64,6.7014,0,0,0,261.02,-1.279,0,0,0.06,0,81.66,160.5,82.83,161.25,88.04,168.75,105.79,184.94,128.88,198.42,141.71,209.53,193.09,243.46,54.83,5.07,133
2014-02-16T15:00:00Z,45,-45,1018.3,-7.94,8.24,11.44,279.92,282.79,271.46,271.46,271.46,271.46,282.79,276.07,14.4462,0.00422,0.229599,207.02,630.46,-2.185,0,0,0.06,0,89.53,166.31,90.84,167.03,101.62,176.68,142.67,204.41,193.06,230.67,189.42,230.96,239.35,252.71,55.24,-160.39,76
2014-02-17T15:00:00Z,45,-45,1007.6,11.41,2.97,11.79,280.21,282.68,271.46,271.46,271.46,271.46,282.68,275.85,8.5724,0,0,210.63,721.18,-1.072,0,0,0.06,0,81.66,161.56,82.57,162.29,88.64,170.34,109.05,188.44,135.79,203.33,147.22,213.47,200.75,245.41,55.06,110.6,204
2014-02-18T06:00:00Z,45,-45,992,12.93,1.87,13.06,281.86,282.68,271.46,271.46,271.46,271.46,282.68,281.37,15.0292,0.67049,0.102585,0,327.69,-0.306,9.839,0,0.06,0,86.09,162.69,87.41,163.62,95.24,172.02,125.61,194.88,164.4,215.68,167.12,220.25,230.25,254.9,54.85,19.1,107
2014-02-18T15:00:00Z,45,-45,1008.9,13.54,0.05,13.54,275.87,282.68,271.46,271.46,271.46,271.46,282.67,272.61,5.1588,0.00608,0.010292,213.21,780.31,-2.795,10.258,0,0.06,0,89.05,165.77,90.39,166.66,99.18,175.53,122.72,193.69,146.31,206.18,169.82,221.25,223.22,250.49,55.24,179.51,105
2014-02-19T06:00:00Z,45,-45,1024.5,13.41,-5.85,14.63,275.2,282.68,271.46,271.46,271.46,271.46,282.67,269.82,5.0112,0.00912,0.019454,0,263.77,-2.513,0.121,0,0.06,0,86.6,163.8,88.86,164.83,93.74,171.75,110.3,186.22,129.64,197.03,145.1,208.5,188.06,237.87,54.82,-40.34,215
2014-02-20T06:00:00Z,45,-45,1020.3,8.16,13.79,16.02,283.98,282.59,271.46,271.46,271.46,271.46,282.59,280.61,16.8498,0.35534,0.0984,0,314.48,-1.076,2.857,0,0.06,0,95.79,170.89,97.5,171.74,109.31,181.4,148.95,207.21,188.8,228.27,201.32,235.67,253.09,262.69,54.87,33.76,80
2014-02-20T15:00:00Z,45,-45,1021.4,9.1,3.03,9.59,280.96,283.44,271.46,271.46,271.46,271.46,283.44,277.49,10.3782,0.02542,0.01787,209.75,803.24,-2.272,3.816,0,0.06,0,80.43,161.34,81.29,161.85,86.04,169.13,107.49,187.51,140.48,205.68,140.74,211.43,199.4,247.53,55.22,161.22,131
